comment_id,comment,comment_noun,school_candidate,preprocessed_candidate,school_candidate_count,gt_match,gt_match_count,ans,ans_count
C0039,서강대 친구들이랑 같이 먹고 싶어요,서강대 친구들이 같이,서강대,서강대학교,1,서강대학교,1,서강대학교,1
C0040,오늘 회의 많은데 한양대 치킨 지원 부탁드려요,오늘 회의 한양대 치킨 지원,한양대,한양대학교,1,한양대학교,1,한양대학교,1
C0041,인하대부속고 뽑히면 친구들이랑 나눠먹을게요,인하대부속고 친구들이,인하대부속고,인하대학교사범대학부속고등학교,1,인하대학교사범대학부속고등학교,1,인하대학교사범대학부속고등학교,1
C0042,서초초!!! 치킨 부탁드려요,서초초 치킨,서초초,서초초등학교,1,,0,서초초등학교,1
C0043,연대 학생입니다 연대 뽑아주세요,연대 학생,연대,연세대학교,1,연세대학교,1,연세대학교,1
C0044,서초중  치킨  가즈아,서초중 치킨 가즈,서초중,서초중학교,1,서초중학교,1,서초중학교,1
C0045,중간고사 버틴 대치중 친구들한테 치킨 한 번만요,중간고사 대치중 친구들 치킨 번만,대치중,대치중학교,1,대치중학교,1,대치중학교,1
C0046,잠실중학교 학생입니다. 이벤트 참여합니다.,잠실중학교 학생 이벤트 참여,잠실중학교,잠실중학교,1,잠실중학교,1,잠실중학교,1
C0047,비 오는 날엔 치킨이죠 이대부초 부탁드립니다,비 날 치킨이 이대부초,이대부초,이화여자대학교사범대학부속초등학교,1,이화여자대학교사범대학부속초등학교,1,이화여자대학교사범대학부속초등학교,1
C0048,오늘 회의 많은데 중앙대 치킨 지원 부탁드려요,오늘 회의 중앙대 치킨 지원,중앙대,중앙대학교,1,중앙대학교,1,중앙대학교,1
C0049,배고픈 이대부중 학생들 살려주세요ㅠㅠ,이대부중 학생들,이대부중,이화여자대학교사범대학부속이화·금란중학교,1,이화여자대학교사범대학부속이화·금란중학교,1,이화여자대학교사범대학부속이화·금란중학교,1
C0050,인하대 친구가 놀러왔지만 치킨은 대치중로 주세요,인하대 친구 치킨 대치중,인하대 대치중,인하대학교 대치중학교,2,인하대학교 대치중학교,2,인하대학교 대치중학교,2
C0051,축제 뒤풀이 치킨은 대치초로 부탁해요,축제 뒤풀이 치킨 대치초로 부탁,대치초,대치초등학교,1,,0,대치초등학교,1
C0052,서울공고ㅋㅋ 치킨 기다립니다,서울공고 치킨,서울공고,서울공고등학교,1,,0,서울공고등학교,1
C0053,배민 최고… 서강대도 꼭 뽑아주세요,배민 최고 서강대 꼭,최고 서강대,최고등학교 서강대학교,2,서강대학교,1,서강대학교,1
C0054,동아리방에서 기다릴게요 대치중,동아리방 대치중,대치중,대치중학교,1,대치중학교,1,대치중학교,1
C0055,대치초 친구랑 고대 친구 같이 보고 있는데 저는 대치초로 신청!,대치초 친구 고대 같이 보고 저 대치초로 신청,대치초 고대 보고,대치초등학교 고려대학교 보고등학교,3,고려대학교,1,고려대학교,1
C0056,인하대에 치킨 배달 오면 진짜 레전드,인하대 치킨 배달 진짜 레전드,인하대,인하대학교,1,인하대학교,1,인하대학교,1
C0057,오늘 회의 많은데 서울대학교 치킨 지원 부탁드려요,오늘 회의 서울대학교 치킨 지원,서울대학교,서울대학교,1,서울대학교,1,서울대학교,1
C0058,경기고 경기고 치킨 주세요!,경기 치킨,경기고,경기고등학교,1,경기고등학교,1,경기고등학교,1
C0059,시험기간엔 인하대 치킨이 답,시험기간 인하대 치킨 답,인하대,인하대학교,1,인하대학교,1,인하대학교,1
C0060,오늘 회의 많은데 인하대 치킨 지원 부탁드려요,오늘 회의 인하대 치킨 지원,인하대,인하대학교,1,인하대학교,1,인하대학교,1
C0061,배고픈 대치초 학생들 살려주세요ㅠㅠ,대치초 학생들,대치초,대치초등학교,1,,0,대치초등학교,1
C0062,대치초 치킨 주세요!!,대치초 치킨,대치초,대치초등학교,1,,0,대치초등학교,1
C0063,배민 이벤트 참여합니다! 건국대로 보내주세요,배민 이벤트 참여 건국대,건국대,건국대학교,1,건국대학교,1,건국대학교,1
C0064,오늘 과제 끝낸 이화여대부속고 팀 치킨 가즈아ㅋㅋ,오늘 과제 이화여대부속고 팀 치킨 가즈,이화여대부속고,이화여자대학교사범대학부속이화금란고등학교,1,이화여자대학교사범대학부속이화금란고등학교,1,이화여자대학교사범대학부속이화금란고등학교,1
C0065,치킨 오면 인증샷 바로 올릴게요 인하대부속초,치킨 인증샷 바로 인하대부속초,인하대부속초,인하대부속초등학교,1,,0,인하대학교부속초등학교,1
C0066,서울고 축제 준비팀입니다 치킨이면 밤샘 가능,서울 축제 준비팀 치킨이면 밤샘 가능,서울고,서울고등학교,1,서울고등학교,1,서울고등학교,1
C0067,축제 뒤풀이 치킨은 반포초로 부탁해요,축제 뒤풀이 치킨 반포초로 부탁,반포초,반포초등학교,1,반포초등학교,1,반포초등학교,1
C0068,한양대에 치킨 배달 오면 진짜 레전드,한양대 치킨 배달 진짜 레전드,한양대,한양대학교,1,한양대학교,1,한양대학교,1
C0069,이번엔 서울대 차례입니다 🍗,이번 서울대 차례,서울대,서울대학교,1,서울대학교,1,서울대학교,1
C0070,이화여대부속중에 치킨 배달 오면 진짜 레전드,이화여대부속중 치킨 배달 진짜 레전드,이화여대부속중,이화여자대학교사범대학부속이화·금란중학교,1,이화여자대학교사범대학부속이화·금란중학교,1,이화여자대학교사범대학부속이화·금란중학교,1
C0071,이대~ 꼭 뽑아주세요,이대 꼭,이대,이화여자대학교,1,이화여자대학교,1,이화여자대학교,1
C0072,잠실중 축제 준비팀입니다 치킨이면 밤샘 가능,잠실중 축제 준비팀 치킨이면 밤샘 가능,잠실중,잠실중학교,1,잠실중학교,1,잠실중학교,1
C0073,비 오는 날엔 치킨이죠 이대부초 부탁드립니다,비 날 치킨이 이대부초,이대부초,이화여자대학교사범대학부속초등학교,1,이화여자대학교사범대학부속초등학교,1,이화여자대학교사범대학부속초등학교,1
C0074,배민 최고… 중동고도 꼭 뽑아주세요,배민 최고 중동고 꼭,최고 중동고,최고등학교 중동고등학교,2,중동고등학교,1,중동고등학교,1
C0075,치킨 오면 인증샷 바로 올릴게요 한양대,치킨 인증샷 바로 한양대,한양대,한양대학교,1,한양대학교,1,한양대학교,1
C0076,중간고사 버틴 서울고 친구들한테 치킨 한 번만요,중간고사 서울 친구들 치킨 번만,중간고 서울고,중간고등학교 서울고등학교,2,서울고등학교,1,서울고등학교,1
C0077,잠실중 뽑히면 친구들이랑 나눠먹을게요,잠실중 친구들이,잠실중,잠실중학교,1,잠실중학교,1,잠실중학교,1
C0078,반포중  치킨  가즈아,반포중 치킨 가즈,반포중,반포중학교,1,반포중학교,1,반포중학교,1
C0079,오늘은 서울고! 다시 말해 서울고!,오늘 서울 다시 말,서울고,서울고등학교,1,서울고등학교,1,서울고등학교,1
C0080,우리 반/동아리 대표로 서초중 신청합니다!,우리 반 동아리 대표 서초중 신청,서초중,서초중학교,1,서초중학교,1,서초중학교,1
C0081,인하대학교부속중학교에 치킨 배달 오면 진짜 레전드,인하대학교부속중학교 치킨 배달 진짜 레전드,인하대학교부속중학교,인하대학교부속중학교,1,,0,인하대학교부속중학교,1
C0082,이번엔 경기고 차례입니다 🍗,이번 경기 차례,경기고,경기고등학교,1,경기고등학교,1,경기고등학교,1
C0083,이화여자대학교부속고등학교 학생입니다. 이벤트 참여합니다.,이화여자대학교부속고등학교 학생 이벤트 참여,이화여자대학교부속고등학교,이화여자대학교부속고등학교,1,,0,이화여자대학교부속고등학교,1
C0084,학식 말고 치킨 먹고 싶어요 인하대부속중,학식 치킨 인하대부속중,인하대부속중,인하대학교사범대학부속중학교,1,인하대학교사범대학부속중학교,1,인하대학교사범대학부속중학교,1
C0085,반포초도 참여 완료!,반포초도 참여 완료,반포초,반포초등학교,1,반포초등학교,1,반포초등학교,1
C0086,중동고 학생들 모여라,중동고 학생들,중동고,중동고등학교,1,중동고등학교,1,중동고등학교,1
C0087,#건국대 #배민이벤트,건국대 배민이벤트,건국대,건국대학교,1,건국대학교,1,건국대학교,1
C0088,서울대 동아리랑 인하대부속초 동아리 같이 응원하지만 대표는 서울대,서울대 동아리 인하대부속초 같이 응원하지 대표,서울대 인하대부속초,서울대학교 인하대부속초등학교,2,서울대학교,1,서울대학교,1
C0089,잠원초 친구랑 인하부중 친구 같이 보고 있는데 저는 잠원초로 신청!,잠원초 친구 인하부중 같이 보고 저 잠원초로 신청,잠원초 인하부중 보고,잠원초등학교 인하대학교사범대학부속중학교 보고등학교,3,잠원초등학교 인하대학교사범대학부속중학교,2,잠원초등학교 인하대학교사범대학부속중학교,2
C0090,동아리방에서 기다릴게요 잠실중,동아리방 잠실중,잠실중,잠실중학교,1,잠실중학교,1,잠실중학교,1
C0091,동아리방에서 기다릴게요 서울고,동아리방 서울,서울고,서울고등학교,1,서울고등학교,1,서울고등학교,1
C0092,우리 반/동아리 대표로 서울고 신청합니다!,우리 반 동아리 대표 서울 신청,서울고,서울고등학교,1,서울고등학교,1,서울고등학교,1
C0093,학식 말고 치킨 먹고 싶어요 서강대,학식 치킨 서강대,서강대,서강대학교,1,서강대학교,1,서강대학교,1
C0094,동아리방에서 기다릴게요 중동고,동아리방 중동고,중동고,중동고등학교,1,중동고등학교,1,중동고등학교,1
C0095,이화여자대학교부속고등학교 학생입니다. 이벤트 참여합니다.,이화여자대학교부속고등학교 학생 이벤트 참여,이화여자대학교부속고등학교,이화여자대학교부속고등학교,1,,0,이화여자대학교부속고등학교,1
C0096,치킨 오면 인증샷 바로 올릴게요 서초초,치킨 인증샷 바로 서초초,서초초,서초초등학교,1,,0,서초초등학교,1
C0097,서울공고 학생들 모여라,서울공고 학생들,서울공고,서울공고등학교,1,,0,서울공고등학교,1
C0098,시험기간엔 이대부고 치킨이 답,시험기간 이대부고 치킨 답,이대부고,이화여자대학교사범대학부속이화금란고등학교,1,이화여자대학교사범대학부속이화금란고등학교,1,이화여자대학교사범대학부속이화금란고등학교,1
C0099,서초중도 참여 완료!,서초중도 참여 완료,서초,서초등학교,1,,0,서초초등학교,1
C0100,우리 학교는 인하부초 입니다,우리 학교 인하부초,학교 인하부초,학교 인하부초등학교,2,,0,인하부초등학교,1
C0101,배민 이벤트 참여합니다! 서울대로 보내주세요,배민 이벤트 참여 서울대,서울대,서울대학교,1,서울대학교,1,서울대학교,1
C0102,학식 말고 치킨 먹고 싶어요 서울대,학식 치킨 서울대,서울대,서울대학교,1,서울대학교,1,서울대학교,1
C0103,축제 뒤풀이 치킨은 잠원초로 부탁해요,축제 뒤풀이 치킨 잠원초로 부탁,잠원초,잠원초등학교,1,잠원초등학교,1,잠원초등학교,1
C0104,중동고 뽑히면 친구들이랑 나눠먹을게요,중동고 친구들이,중동고,중동고등학교,1,중동고등학교,1,중동고등학교,1
C0105,치킨 오면 인증샷 바로 올릴게요 성대,치킨 인증샷 바로 성대,성대,성균관대학교,1,성균관대학교,1,성균관대학교,1
C0106,중동고 친구랑 서울공업고 친구 같이 보고 있는데 저는 중동고로 신청!,중동고 친구 서울공업 같이 보고 저 신청,중동고 보고,중동고등학교 보고등학교,2,중동고등학교,1,중동고등학교,1
C0107,오늘 회의 많은데 휘문고 치킨 지원 부탁드려요,오늘 회의 휘문고 치킨 지원,휘문고,휘문고등학교,1,휘문고등학교,1,휘문고등학교,1
C0108,배민 이벤트 참여합니다! 인하대학교부속초등학교로 보내주세요,배민 이벤트 참여 인하대학교부속초등학교,인하대학교부속초등학교,인하대학교부속초등학교,1,,0,인하대학교부속초등학교,1
C0109,비 오는 날엔 치킨이죠 이화여대 부탁드립니다,비 날 치킨이 이화여대,이화여대,이화여자대학교,1,이화여자대학교,1,이화여자대학교,1
C0110,인하대부속초 학생입니다 인하대부속초 뽑아주세요,인하대부속초 학생,인하대부속초,인하대부속초등학교,1,,0,인하대학교부속초등학교,1
C0111,이화여대부속중도 참여 완료!,이화여대부속중 참여 완료,이화여대부속중,이화여자대학교사범대학부속이화·금란중학교,1,이화여자대학교사범대학부속이화·금란중학교,1,이화여자대학교사범대학부속이화·금란중학교,1
C0112,한양대ㅋㅋ 치킨 기다립니다,한양대 치킨,한양대,한양대학교,1,한양대학교,1,한양대학교,1
C0113,대치초 응원단 여기 있습니다!!,대치초 응원단 여기,대치초,대치초등학교,1,,0,대치초등학교,1
C0114,서울고도 참여 완료!,서울고도 참여 완료,서울고,서울고등학교,1,서울고등학교,1,서울고등학교,1
C0115,오늘 회의 많은데 인하대학교부속고등학교 치킨 지원 부탁드려요,오늘 회의 인하대학교부속고등학교 치킨 지원,인하대학교부속고등학교,인하대학교부속고등학교,1,,0,인하대학교부속고등학교,1
C0116,서초초.. 오늘만 기다렸어요,서초초 오늘,서초초,서초초등학교,1,,0,서초초등학교,1
C0117,우리 학교는 대치중 입니다,우리 학교 대치중,학교 대치중,학교 대치중학교,2,대치중학교,1,대치중학교,1
C0118,시험기간엔 서강대 치킨이 답,시험기간 서강대 치킨 답,서강대,서강대학교,1,서강대학교,1,서강대학교,1
C0119,중간고사 버틴 잠실중 친구들한테 치킨 한 번만요,중간고사 잠실중 친구들 치킨 번만,잠실중,잠실중학교,1,잠실중학교,1,잠실중학교,1
C0120,오늘은 이화여대부속중! 다시 말해 이화여대부속중!,오늘 이화여대부속중 다시 말,이화여대부속중,이화여자대학교사범대학부속이화·금란중학교,1,이화여자대학교사범대학부속이화·금란중학교,1,이화여자대학교사범대학부속이화·금란중학교,1
C0121,오늘 과제 끝낸 반포중 팀 치킨 가즈아ㅋㅋ,오늘 과제 반포중 팀 치킨 가즈,반포중,반포중학교,1,반포중학교,1,반포중학교,1
C0122,중간고사 버틴 연대 친구들한테 치킨 한 번만요,중간고사 연대 친구들 치킨 번만,연대,연세대학교,1,연세대학교,1,연세대학교,1
C0123,한양대도 참여 완료!,한양대 참여 완료,한양대,한양대학교,1,한양대학교,1,한양대학교,1
C0124,인하대 친구랑 대치중 친구 같이 보고 있는데 저는 인하대로 신청!,인하대 친구 대치중 같이 보고 저 신청,인하대 대치중 보고,인하대학교 대치중학교 보고등학교,3,인하대학교 대치중학교,2,인하대학교 대치중학교,2
C0125,축제 뒤풀이 치킨은 서울공업고로 부탁해요,축제 뒤풀이 치킨 서울공업고로 부탁,서울공업고,서울공업고등학교,1,서울공업고등학교,1,서울공업고등학교,1
C0126,잠실중  치킨  가즈아,잠실중 치킨 가즈,잠실중,잠실중학교,1,잠실중학교,1,잠실중학교,1
C0127,대치중 학생들 모여라,대치중 학생들,대치중,대치중학교,1,대치중학교,1,대치중학교,1
C0128,인하부중 친구랑 건대 친구 같이 보고 있는데 저는 인하부중로 신청!,인하부중 친구 건대 같이 보고 저 신청,인하부중 건대 보고,인하대학교사범대학부속중학교 건국대학교 보고등학교,3,인하대학교사범대학부속중학교 건국대학교,2,인하대학교사범대학부속중학교 건국대학교,2
C0129,축제 뒤풀이 치킨은 잠원초로 부탁해요,축제 뒤풀이 치킨 잠원초로 부탁,잠원초,잠원초등학교,1,잠원초등학교,1,잠원초등학교,1
C0130,학식 말고 치킨 먹고 싶어요 휘문고,학식 치킨 휘문고,휘문고,휘문고등학교,1,휘문고등학교,1,휘문고등학교,1
C0131,시험기간엔 인하대 치킨이 답,시험기간 인하대 치킨 답,인하대,인하대학교,1,인하대학교,1,인하대학교,1
C0132,동아리방에서 기다릴게요 이대부고,동아리방 이대부고,이대부고,이화여자대학교사범대학부속이화금란고등학교,1,이화여자대학교사범대학부속이화금란고등학교,1,이화여자대학교사범대학부속이화금란고등학교,1
C0133,오늘은 고려대! 다시 말해 고려대!,오늘 고려대 다시 말,고려대,고려대학교,1,고려대학교,1,고려대학교,1
C0134,잠 실 중!!! 치킨 부탁드려요,잠 실 중 치킨,중,중학교,1,,0,,0
C0135,이화여자대학교부속고등학교 치킨 배달 부탁드립니다.,이화여자대학교부속고등학교 치킨 배달,이화여자대학교부속고등학교,이화여자대학교부속고등학교,1,,0,이화여자대학교부속고등학교,1
C0136,대치초에 치킨 배달 오면 진짜 레전드,대치초 치킨 배달 진짜 레전드,대치초,대치초등학교,1,,0,대치초등학교,1
C0137,#이화여대부속중 #배민이벤트,이화여대부속중 배민이벤트,이화여대부속중,이화여자대학교사범대학부속이화·금란중학교,1,이화여자대학교사범대학부속이화·금란중학교,1,이화여자대학교사범대학부속이화·금란중학교,1
C0138,인하대부속고 응원단 여기 있습니다!!,인하대부속고 응원단 여기,인하대부속고,인하대학교사범대학부속고등학교,1,인하대학교사범대학부속고등학교,1,인하대학교사범대학부속고등학교,1
C0139,잠원초 학생입니다 잠원초 뽑아주세요,잠원초 학생,잠원초,잠원초등학교,1,잠원초등학교,1,잠원초등학교,1
C0140,이화여대 친구들이랑 같이 먹고 싶어요,이화여대 친구들이 같이,이화여대,이화여자대학교,1,이화여자대학교,1,이화여자대학교,1
C0141,배민 최고… 서울고도 꼭 뽑아주세요,배민 최고 서울고도 꼭,최고,최고등학교,1,,0,,0
C0142,#서강대 #배민이벤트,서강대 배민이벤트,서강대,서강대학교,1,서강대학교,1,서강대학교,1
C0143,인하대도 참여 완료!,인하대 참여 완료,인하대,인하대학교,1,인하대학교,1,인하대학교,1
C0144,동아리방에서 기다릴게요 잠실중,동아리방 잠실중,잠실중,잠실중학교,1,잠실중학교,1,잠실중학교,1
C0145,서울대 친구들이랑 같이 먹고 싶어요,서울대 친구들이 같이,서울대,서울대학교,1,서울대학교,1,서울대학교,1
C0146,이대부초 축제 준비팀입니다 치킨이면 밤샘 가능,이대부초 축제 준비팀 치킨이면 밤샘 가능,이대부초,이화여자대학교사범대학부속초등학교,1,이화여자대학교사범대학부속초등학교,1,이화여자대학교사범대학부속초등학교,1
C0147,배고픈 인하부고 학생들 살려주세요ㅠㅠ,인하부고 학생들,인하부고,인하대학교사범대학부속고등학교,1,인하대학교사범대학부속고등학교,1,인하대학교사범대학부속고등학교,1
C0148,오늘 과제 끝낸 대치중학교 팀 치킨 가즈아ㅋㅋ,오늘 과제 대치중학교 팀 치킨 가즈,대치중학교,대치중학교,1,대치중학교,1,대치중학교,1
C0149,대치중 동아리랑 인하대부속중 동아리 같이 응원하지만 대표는 대치중,대치중 동아리 인하대부속중 같이 응원하지 대표,대치중 인하대부속중,대치중학교 인하대학교사범대학부속중학교,2,대치중학교 인하대학교사범대학부속중학교,2,대치중학교 인하대학교사범대학부속중학교,2
C0150,서초초 뽑히면 친구들이랑 나눠먹을게요,서초초 친구들이,서초초,서초초등학교,1,,0,서초초등학교,1
C0151,서초초 축제 준비팀입니다 치킨이면 밤샘 가능,서초초 축제 준비팀 치킨이면 밤샘 가능,서초초,서초초등학교,1,,0,서초초등학교,1
C0152,배민 이벤트 참여합니다! 서울대로 보내주세요,배민 이벤트 참여 서울대,서울대,서울대학교,1,서울대학교,1,서울대학교,1
C0153,인하부고에 치킨 배달 오면 진짜 레전드,인하부고 치킨 배달 진짜 레전드,인하부고,인하대학교사범대학부속고등학교,1,인하대학교사범대학부속고등학교,1,인하대학교사범대학부속고등학교,1
C0154,중간고사 버틴 서초중 친구들한테 치킨 한 번만요,중간고사 서초중 친구들 치킨 번만,서초중,서초중학교,1,서초중학교,1,서초중학교,1
C0155,중간고사 버틴 한양대 친구들한테 치킨 한 번만요,중간고사 한양대 친구들 치킨 번만,한양대,한양대학교,1,한양대학교,1,한양대학교,1
C0156,이화여대 축제 준비팀입니다 치킨이면 밤샘 가능,이화여대 축제 준비팀 치킨이면 밤샘 가능,이화여대,이화여자대학교,1,이화여자대학교,1,이화여자대학교,1
C0157,[인하대부속초] 이벤트 참여합니다,인하대부속초 이벤트 참여,인하대부속초,인하대부속초등학교,1,,0,인하대학교부속초등학교,1
C0158,한양대 치킨 주세요!!,한양대 치킨,한양대,한양대학교,1,한양대학교,1,한양대학교,1
C0159,동아리방에서 기다릴게요 중동고,동아리방 중동고,중동고,중동고등학교,1,중동고등학교,1,중동고등학교,1
C0160,반포중  치킨  가즈아,반포중 치킨 가즈,반포중,반포중학교,1,반포중학교,1,반포중학교,1
C0161,이화여대부속중 학생들 모여라,이화여대부속중 학생들,이화여대부속중,이화여자대학교사범대학부속이화·금란중학교,1,이화여자대학교사범대학부속이화·금란중학교,1,이화여자대학교사범대학부속이화·금란중학교,1
C0162,서초중도 참여 완료!,서초중도 참여 완료,서초,서초등학교,1,,0,서초초등학교,1
C0163,대치중 가보자고 🍗,대치중,대치중,대치중학교,1,대치중학교,1,대치중학교,1
C0164,잠실중에 치킨 배달 오면 진짜 레전드,잠실중 치킨 배달 진짜 레전드,잠실중,잠실중학교,1,잠실중학교,1,잠실중학교,1
C0165,치킨 오면 인증샷 바로 올릴게요 인하대학교부속고등학교,치킨 인증샷 바로 인하대학교부속고등학교,인하대학교부속고등학교,인하대학교부속고등학교,1,,0,인하대학교부속고등학교,1
C0166,한양대 vs 성대 얘기하다가 결국 한양대로 참여합니다,한양대 vs 성대 얘기 결국 참여,한양대 성대,한양대학교 성균관대학교,2,한양대학교 성균관대학교,2,한양대학교 성균관대학교,2
C0167,시험기간엔 반포중 치킨이 답,시험기간 반포중 치킨 답,반포중,반포중학교,1,반포중학교,1,반포중학교,1
C0168,비 오는 날엔 치킨이죠 서강대 부탁드립니다,비 날 치킨이 서강대,서강대,서강대학교,1,서강대학교,1,서강대학교,1
C0169,인하대부속고 동아리랑 서초중 동아리 같이 응원하지만 대표는 인하대부속고,인하대부속고 동아리 서초중 같이 응원하지 대표,인하대부속고 서초중,인하대학교사범대학부속고등학교 서초중학교,2,인하대학교사범대학부속고등학교 서초중학교,2,인하대학교사범대학부속고등학교 서초중학교,2
C0170,대치중~ 꼭 뽑아주세요,대치중 꼭,대치중,대치중학교,1,대치중학교,1,대치중학교,1
C0171,잠원초~ 꼭 뽑아주세요,잠원초 꼭,잠원초,잠원초등학교,1,잠원초등학교,1,잠원초등학교,1
